Biobank,PMID,Title,Abstract,Journal,Year,MeSH_Terms,is_preprint,cluster
Million Veteran Program,36516638,"Factor structure of the posttraumatic stress disorder checklist (PCL-17) in 279,897 million veteran program participants.","The Million Veteran Program (MVP) uses the posttraumatic stress disorder symptoms (PTSD) Checklist 17 (PCL-17) self-report to assess PTSD. Existing literature suggests that the five-factor dysphoric arousal model best represents the PTSD symptom clusters; this can be tested within MVP, one of the largest samples collected with suitable data. We compared factor models within MVP across genetically defined subsamples (ancestry [European, African, admixed American, and East Asian], sex) via multi-group confirmatory factor analyses in a sample of 279,897 participants. The five-factor dysphoric arousal model best fit the PCL-17 data, consistent with previous findings. The factor structure could also be imposed across all groups tested. Verifying the factor structure provides a framework for future phenotypic and genotypic analyses within MVP and other samples.",Psychiatry research,2023,"Humans; Stress Disorders, Post-Traumatic; Checklist; Veterans; Self Report; Factor Analysis, Statistical; Diagnostic and Statistical Manual of Mental Disorders",False,6
Million Veteran Program,35868159,"An examination of the association between altitude and suicide deaths, suicide attempts, and suicidal ideation among veterans at both the patient and geospatial level.","Suicide is a major public health problem affecting US Veterans and the US in general. Many variables (e.g., demographic, clinical, biological, geographic) have been associated with risk for suicide and suicidal behavior, including altitude; however, the exact nature of the relationship between altitude and suicide remains unclear in part due to the fact that previous studies have used either geospatial data or individual-level data, but not both. Prior research has also failed to consider the full range of suicidal thoughts and behaviors, ranging from suicidal ideation to suicide deaths. Accordingly, the objective of the present research was to use both geospatial data (county and zip codes) and individual-level data to comprehensively assess the association between altitude and suicide mortality, suicide attempts, and suicidal ideation among US Veterans between 2000 and 2018. Taken together, our results demonstrate that there is a strong correlation between altitude and suicide rates at all the levels investigated and using different statistical analyses and even after controlling for significant covariates such as percent of age >50yr, percent male, percent white, percent non-Hispanic, median household income, and population density. We show that there is a positive correlation between altitude and suicide attempts especially when controlling by the covariates and a weak correlation between altitude and suicide ideation and the combination of suicide, suicide attempts and suicide ideation.",Journal of psychiatric research,2022,"Altitude; Humans; Male; Risk Factors; Suicidal Ideation; Suicide, Attempted; Veterans",False,9
Million Veteran Program,36480927,LDAK-GBAT: Fast and powerful gene-based association testing using summary statistics.,"We present LDAK-GBAT, a tool for gene-based association testing using summary statistics from genome-wide association studies that is computationally efficient, produces well-calibrated p values, and is significantly more powerful than existing tools. LDAK-GBAT takes approximately 30 min to analyze imputed data (2.9M common, genic SNPs), requiring less than 10 Gb memory. It shows good control of type 1 error given an appropriate reference panel. Across 109 phenotypes (82 from the UK Biobank, 18 from the Million Veteran Program, and nine from the Psychiatric Genetics Consortium), LDAK-GBAT finds on average 19% (SE: 1%) more significant genes than the existing tool sumFREGAT-ACAT, with even greater gains in comparison with MAGMA, GCTA-fastBAT, sumFREGAT-SKAT-O, and sumFREGAT-PCA.",American journal of human genetics,2023,"Genome-Wide Association Study; Phenotype; Genetic Testing; Polymorphism, Single Nucleotide",False,1
Million Veteran Program,36546606,Alzheimer's disease and related dementias among aging veterans: Examining gene-by-environment interactions with post-traumatic stress disorder and traumatic brain injury.,"Post-traumatic stress disorder (PTSD) and traumatic brain injury (TBI) confer risk for Alzheimer's disease and related dementias (ADRD). This study from the Million Veteran Program (MVP) evaluated the impact of apolipoprotein E (APOE) ε4, PTSD, and TBI on ADRD prevalence in veteran cohorts of European ancestry (EA; n = 11,112 ADRD cases, 170,361 controls) and African ancestry (AA; n = 1443 ADRD cases, 16,191 controls). Additive-scale interactions were estimated using the relative excess risk due to interaction (RERI) statistic. PTSD, TBI, and APOE ε4 showed strong main-effect associations with ADRD. RERI analysis revealed significant additive APOE ε4 interactions with PTSD and TBI in the EA cohort and TBI in the AA cohort. These additive interactions indicate that ADRD prevalence associated with PTSD and TBI increased with the number of inherited APOE ε4 alleles. PTSD and TBI history will be an important part of interpreting the results of ADRD genetic testing and doing accurate ADRD risk assessment.",Alzheimer's & dementia : the journal of the Alzheimer's Association,2023,"Humans; Veterans; Stress Disorders, Post-Traumatic; Alzheimer Disease; Apolipoprotein E4; Gene-Environment Interaction; Brain Injuries, Traumatic; Aging",False,7
Million Veteran Program,34318347,Hearing loss and tinnitus: association studies for complex-hearing disorders in mouse and man.,"Genome-wide association studies (GWAS) provide an unbiased first look at genetic loci involved in aging and noise-induced sensorineural hearing loss and tinnitus. The hearing phenotype, whether audiogram-based or self-report, is regressed against genotyped information at representative single nucleotide polymorphisms (SNPs) across the genome. Findings include the fact that both hearing loss and tinnitus are polygenic disorders, with up to thousands of genes, each of effect size of < 0.02. Smaller human GWAS' were able to use objective measures and identified a few loci; however, hundreds of thousands of participants have been required for the statistical power to identify significant variants, and GWAS is unable to assess rare variants with mean allele frequency < 1%. Animal studies are required as well because of inability to access the human cochlea. Mouse GWAS builds on linkage techniques and the known phenotypic differences in auditory function between inbred strains. With the advantage that the laboratory environment can be controlled for noise and aging, the Hybrid Mouse Diversity Panel (HDMP) combines 100 strains sequenced at high resolution. Lift-over regions between mice and humans have identified over 17,000 homologous genes. Since most significant SNPs are either intergenic or in introns, and binding sites between species are poorly preserved between species, expression quantitative trait locus information is required to bring humans and mice into agreement. Transcriptome-wide analysis studies (TWAS) can prioritize putative causal genes and tissues. Diverse species, each making a distinct contribution, carry a synergistic advantage in the quest for treatment and ultimate cure of sensorineural hearing difficulties.",Human genetics,2022,"Animals; Deafness; Genome-Wide Association Study; Hearing Loss, Noise-Induced; Humans; Multifactorial Inheritance; Polymorphism, Single Nucleotide; Quantitative Trait Loci; Tinnitus",False,6
Million Veteran Program,35347246,A genome-wide association study of suicide attempts in the million veterans program identifies evidence of pan-ancestry and ancestry-specific risk loci.,"To identify pan-ancestry and ancestry-specific loci associated with attempting suicide among veterans, we conducted a genome-wide association study (GWAS) of suicide attempts within a large, multi-ancestry cohort of U.S. veterans enrolled in the Million Veterans Program (MVP). Cases were defined as veterans with a documented history of suicide attempts in the electronic health record (EHR; N = 14,089) and controls were defined as veterans with no documented history of suicidal thoughts or behaviors in the EHR (N = 395,064). GWAS was performed separately in each ancestry group, controlling for sex, age and genetic substructure. Pan-ancestry risk loci were identified through meta-analysis and included two genome-wide significant loci on chromosomes 20 (p = 3.64 × 10",Molecular psychiatry,2022,"Black or African American; Genetic Loci; Genetic Predisposition to Disease; Genome-Wide Association Study; Humans; Polymorphism, Single Nucleotide; Suicide, Attempted; Veterans; White People",False,6
Million Veteran Program,35089317,"APOL1 Risk Variants, Acute Kidney Injury, and Death in Participants With African Ancestry Hospitalized With COVID-19 From the Million Veteran Program.","Coronavirus disease 2019 (COVID-19) confers significant risk of acute kidney injury (AKI). Patients with COVID-19 with AKI have high mortality rates. Individuals with African ancestry with 2 copies of apolipoprotein L1 (APOL1) variants G1 or G2 (high-risk group) have significantly increased rates of kidney disease. We tested the hypothesis that the APOL1 high-risk group is associated with a higher-risk of COVID-19-associated AKI and death. This retrospective cohort study included 990 participants with African ancestry enrolled in the Million Veteran Program who were hospitalized with COVID-19 between March 2020 and January 2021 with available genetic information. The primary exposure was having 2 APOL1 risk variants (RV) (APOL1 high-risk group), compared with having 1 or 0 risk variants (APOL1 low-risk group). The primary outcome was AKI. The secondary outcomes were stages of AKI severity and death. Multivariable logistic regression analyses adjusted for preexisting comorbidities, medications, and inpatient AKI risk factors; 10 principal components of ancestry were performed to study these associations. We performed a subgroup analysis in individuals with normal kidney function prior to hospitalization (estimated glomerular filtration rate ≥60 mL/min/1.73 m2). Of the 990 participants with African ancestry, 905 (91.4%) were male with a median (IQR) age of 68 (60-73) years. Overall, 392 (39.6%) patients developed AKI, 141 (14%) developed stages 2 or 3 AKI, 28 (3%) required dialysis, and 122 (12.3%) died. One hundred twenty-five (12.6%) of the participants were in the APOL1 high-risk group. Patients categorized as APOL1 high-risk group had significantly higher odds of AKI (adjusted odds ratio [OR], 1.95; 95% CI, 1.27-3.02; P = .002), higher AKI severity stages (OR, 2.03; 95% CI, 1.37-2.99; P < .001), and death (OR, 2.15; 95% CI, 1.22-3.72; P = .007). The association with AKI persisted in the subgroup with normal kidney function (OR, 1.93; 95% CI, 1.15-3.26; P = .01). Data analysis was conducted between February 2021 and April 2021. In this cohort study of veterans with African ancestry hospitalized with COVID-19 infection, APOL1 kidney risk variants were associated with higher odds of AKI, AKI severity, and death, even among individuals with prior normal kidney function.",JAMA internal medicine,2022,Acute Kidney Injury; Black or African American; Aged; Apolipoprotein L1; COVID-19; Cohort Studies; Female; Hospitalization; Humans; Male; Middle Aged; Retrospective Studies; Risk Factors; Veterans,False,4
Million Veteran Program,36050444,Visualizing novel connections and genetic similarities across diseases using a network-medicine based approach.,"Understanding the genetic relationships between human disorders could lead to better treatment and prevention strategies, especially for individuals with multiple comorbidities. A common resource for studying genetic-disease relationships is the GWAS Catalog, a large and well curated repository of SNP-trait associations from various studies and populations. Some of these populations are contained within mega-biobanks such as the Million Veteran Program (MVP), which has enabled the genetic classification of several diseases in a large well-characterized and heterogeneous population. Here we aim to provide a network of the genetic relationships among diseases and to demonstrate the utility of quantifying the extent to which a given resource such as MVP has contributed to the discovery of such relations. We use a network-based approach to evaluate shared variants among thousands of traits in the GWAS Catalog repository. Our results indicate many more novel disease relationships that did not exist in early studies and demonstrate that the network can reveal clusters of diseases mechanistically related. Finally, we show novel disease connections that emerge when MVP data is included, highlighting methodology that can be used to indicate the contributions of a given biobank.",Scientific reports,2022,"Biological Specimen Banks; Comorbidity; Computer Simulation; Genetic Predisposition to Disease; Genome-Wide Association Study; Humans; Phenotype; Polymorphism, Single Nucleotide",False,1
Million Veteran Program,35588732,Integration of rare expression outlier-associated variants improves polygenic risk prediction.,"Polygenic risk scores (PRSs) quantify the contribution of multiple genetic loci to an individual's likelihood of a complex trait or disease. However, existing PRSs estimate this likelihood with common genetic variants, excluding the impact of rare variants. Here, we report on a method to identify rare variants associated with outlier gene expression and integrate their impact into PRS predictions for body mass index (BMI), obesity, and bariatric surgery. Between the top and bottom 10%, we observed a 20.8% increase in risk for obesity (p = 3 × 10",American journal of human genetics,2022,Body Mass Index; Genetic Predisposition to Disease; Genome-Wide Association Study; Humans; Multifactorial Inheritance; Obesity; Phenotype; Risk Factors,False,1
Million Veteran Program,35482673,A Phenome-Wide Association Study of genes associated with COVID-19 severity reveals shared genetics with complex diseases in the Million Veteran Program.,"The study aims to determine the shared genetic architecture between COVID-19 severity with existing medical conditions using electronic health record (EHR) data. We conducted a Phenome-Wide Association Study (PheWAS) of genetic variants associated with critical illness (n = 35) or hospitalization (n = 42) due to severe COVID-19 using genome-wide association summary data from the Host Genetics Initiative. PheWAS analysis was performed using genotype-phenotype data from the Veterans Affairs Million Veteran Program (MVP). Phenotypes were defined by International Classification of Diseases (ICD) codes mapped to clinically relevant groups using published PheWAS methods. Among 658,582 Veterans, variants associated with severe COVID-19 were tested for association across 1,559 phenotypes. Variants at the ABO locus (rs495828, rs505922) associated with the largest number of phenotypes (nrs495828 = 53 and nrs505922 = 59); strongest association with venous embolism, odds ratio (ORrs495828 1.33 (p = 1.32 x 10-199), and thrombosis ORrs505922 1.33, p = 2.2 x10-265. Among 67 respiratory conditions tested, 11 had significant associations including MUC5B locus (rs35705950) with increased risk of idiopathic fibrosing alveolitis OR 2.83, p = 4.12 × 10-191; CRHR1 (rs61667602) associated with reduced risk of pulmonary fibrosis, OR 0.84, p = 2.26× 10-12. The TYK2 locus (rs11085727) associated with reduced risk for autoimmune conditions, e.g., psoriasis OR 0.88, p = 6.48 x10-23, lupus OR 0.84, p = 3.97 x 10-06. PheWAS stratified by ancestry demonstrated differences in genotype-phenotype associations. LMNA (rs581342) associated with neutropenia OR 1.29 p = 4.1 x 10-13 among Veterans of African and Hispanic ancestry but not European. Overall, we observed a shared genetic architecture between COVID-19 severity and conditions related to underlying risk factors for severe and poor COVID-19 outcomes. Differing associations between genotype-phenotype across ancestries may inform heterogenous outcomes observed with COVID-19. Divergent associations between risk for severe COVID-19 with autoimmune inflammatory conditions both respiratory and non-respiratory highlights the shared pathways and fine balance of immune host response and autoimmunity and caution required when considering treatment targets.",PLoS genetics,2022,"COVID-19; Genetic Association Studies; Genome-Wide Association Study; Humans; Polymorphism, Single Nucleotide; Veterans",False,1
Million Veteran Program,35449297,Integrating human brain proteomes with genome-wide association data implicates novel proteins in post-traumatic stress disorder.,"Genome-wide association studies (GWAS) have identified several risk loci for post-traumatic stress disorder (PTSD); however, how they confer PTSD risk remains unclear. We aimed to identify genes that confer PTSD risk through their effects on brain protein abundance to provide new insights into PTSD pathogenesis. To that end, we integrated human brain proteomes with PTSD GWAS results to perform a proteome-wide association study (PWAS) of PTSD, followed by Mendelian randomization, using a discovery and confirmatory study design. Brain proteomes (N = 525) were profiled from the dorsolateral prefrontal cortex using mass spectrometry. The Million Veteran Program (MVP) PTSD GWAS (n = 186,689) was used for the discovery PWAS, and the Psychiatric Genomics Consortium PTSD GWAS (n = 174,659) was used for the confirmatory PWAS. To understand whether genes identified at the protein-level were also evident at the transcript-level, we performed a transcriptome-wide association study (TWAS) using human brain transcriptomes (N = 888) and the MVP PTSD GWAS results. We identified 11 genes that contribute to PTSD pathogenesis via their respective cis-regulated brain protein abundance. Seven of 11 genes (64%) replicated in the confirmatory PWAS and 4 of 11 also had their cis-regulated brain mRNA levels associated with PTSD. High confidence level was assigned to 9 of 11 genes after considering evidence from the confirmatory PWAS and TWAS. Most of the identified genes are expressed in other PTSD-relevant brain regions and several are preferentially expressed in excitatory neurons, astrocytes, and oligodendrocyte precursor cells. These genes are novel, promising targets for mechanistic and therapeutic studies to find new treatments for PTSD.",Molecular psychiatry,2022,"Brain; Genetic Predisposition to Disease; Genome-Wide Association Study; Humans; Polymorphism, Single Nucleotide; Proteome; Stress Disorders, Post-Traumatic; Transcriptome; Veterans",False,1
Million Veteran Program,36207451,Multi-trait genome-wide association study of opioid addiction: OPRM1 and beyond.,"Opioid addiction (OA) is moderately heritable, yet only rs1799971, the A118G variant in OPRM1, has been identified as a genome-wide significant association with OA and independently replicated. We applied genomic structural equation modeling to conduct a GWAS of the new Genetics of Opioid Addiction Consortium (GENOA) data together with published studies (Psychiatric Genomics Consortium, Million Veteran Program, and Partners Health), comprising 23,367 cases and effective sample size of 88,114 individuals of European ancestry. Genetic correlations among the various OA phenotypes were uniformly high (r",Scientific reports,2022,"Furin; Genetic Predisposition to Disease; Genome-Wide Association Study; Humans; Opioid-Related Disorders; Phenotype; Polymorphism, Single Nucleotide; Receptors, Opioid, mu",False,1
Million Veteran Program,35985109,Evaluation of independent self-collected blood specimens for COVID-19 antibody detection among the US veteran population.,"Feasibility of home blood sample collection methods for the presence of SARS-CoV-2 antibodies from VA Million Veteran Program (MVP) participants was tested to determine COVID-19 infection or vaccination status. Participants (n = 312) were randomly assigned to self-collect blood specimens using the Neoteryx Mitra Clamshell (n = 136) or Tasso-SST (n = 176) and asked to rate their experience. Mitra tip blood was eluted and Tasso tubes were centrifuged. All samples were stored at -80 °C until tested with InBios SCoV-2 Detect™ IgG ELISA, BioRad Platelia SARS-CoV-2 Total Ab Assay, Abbott SARS-CoV-2 IgG and AdviseDx SARS-CoV-2 IgG II assays. Participants rated both devices equally. The Abbott assay had the highest sensitivity (87% Mitra, 98% Tasso-SST) for detecting known COVID infection and/or vaccination. The InBios assay with Tasso-SST had the best sensitivity (97%) and specificity (80%) for detecting known COVID-19 infection and/or vaccination. Veterans successfully collected their own specimens with no strong preference for either device.",Diagnostic microbiology and infectious disease,2022,"Antibodies, Viral; COVID-19; COVID-19 Testing; Humans; Immunoglobulin G; SARS-CoV-2; Sensitivity and Specificity; Serologic Tests; Veterans",False,4
Million Veteran Program,35801699,Validation of a multi-ancestry polygenic risk score and age-specific risks of prostate cancer: A meta-analysis within diverse populations.,"We recently developed a multi-ancestry polygenic risk score (PRS) that effectively stratifies prostate cancer risk across populations. In this study, we validated the performance of the PRS in the multi-ancestry Million Veteran Program and additional independent studies. Within each ancestry population, the association of PRS with prostate cancer risk was evaluated separately in each case-control study and then combined in a fixed-effects inverse-variance-weighted meta-analysis. We further assessed the effect modification by age and estimated the age-specific absolute risk of prostate cancer for each ancestry population. The PRS was evaluated in 31,925 cases and 490,507 controls, including men from European (22,049 cases, 414,249 controls), African (8794 cases, 55,657 controls), and Hispanic (1082 cases, 20,601 controls) populations. Comparing men in the top decile (90-100% of the PRS) to the average 40-60% PRS category, the prostate cancer odds ratio (OR) was 3.8-fold in European ancestry men (95% CI = 3.62-3.96), 2.8-fold in African ancestry men (95% CI = 2.59-3.03), and 3.2-fold in Hispanic men (95% CI = 2.64-3.92). The PRS did not discriminate risk of aggressive versus nonaggressive prostate cancer. However, the OR diminished with advancing age (European ancestry men in the top decile: ≤55 years, OR = 7.11; 55-60 years, OR = 4.26; >70 years, OR = 2.79). Men in the top PRS decile reached 5% absolute prostate cancer risk ~10 years younger than men in the 40-60% PRS category. Our findings validate the multi-ancestry PRS as an effective prostate cancer risk stratification tool across populations. A clinical study of PRS is warranted to determine whether the PRS could be used for risk-stratified screening and early detection. This work was supported by the National Cancer Institute at the National Institutes of Health (grant numbers U19 CA214253 to C.A.H., U01 CA257328 to C.A.H., U19 CA148537 to C.A.H., R01 CA165862 to C.A.H., K99 CA246063 to B.F.D, and T32CA229110 to F.C), the Prostate Cancer Foundation (grants 21YOUN11 to B.F.D. and 20CHAS03 to C.A.H.), the Achievement Rewards for College Scientists Foundation Los Angeles Founder Chapter to B.F.D, and the Million Veteran Program-MVP017. This research has been conducted using the UK Biobank Resource under application number 42195. This research is based on data from the Million Veteran Program, Office of Research and Development, and the Veterans Health Administration. This publication does not represent the views of the Department of Veteran Affairs or the United States Government.",eLife,2022,Age Factors; Case-Control Studies; Genetic Predisposition to Disease; Genome-Wide Association Study; Humans; Male; Middle Aged; Multifactorial Inheritance; Prostatic Neoplasms; Risk Factors; United States,False,6
Million Veteran Program,35684976,Pharmacogenetic variants and risk of remdesivir-associated liver enzyme elevations in Million Veteran Program participants hospitalized with COVID-19.,"Remdesivir is the first US Food and Drug Administration (FDA)-approved drug for the treatment of coronavirus disease 2019 (COVID-19). We conducted a retrospective pharmacogenetic study to examine remdesivir-associated liver enzyme elevation among Million Veteran Program participants hospitalized with COVID-19 between March 15, 2020, and June 30, 2021. Pharmacogene phenotypes were assigned using Stargazer. Linear regression was performed on peak log-transformed enzyme values, stratified by population, adjusted for age, sex, baseline liver enzymes, comorbidities, and 10 population-specific principal components. Patients on remdesivir had higher peak alanine aminotransferase (ALT) values following treatment initiation compared with patients not receiving remdesivir. Remdesivir administration was associated with a 33% and 24% higher peak ALT in non-Hispanic White (NHW) and non-Hispanic Black (NHB) participants (p < 0.001), respectively. In a multivariable model, NHW CYP2C19 intermediate/poor metabolizers had a 9% increased peak ALT compared with NHW normal/rapid/ultrarapid metabolizers (p = 0.015); this association was not observed in NHB participants. In summary, remdesivir-associated ALT elevations appear to be multifactorial, and further studies are needed.",Clinical and translational science,2022,Adenosine Monophosphate; Alanine; Humans; Liver; Pharmacogenomic Variants; Retrospective Studies; SARS-CoV-2; Veterans; COVID-19 Drug Treatment,False,4
Million Veteran Program,35267208,Evaluating risk for alcohol use disorder: Polygenic risk scores and family history.,"Early identification of individuals at high risk for alcohol use disorder (AUD) coupled with prompt interventions could reduce the incidence of AUD. In this study, we investigated whether Polygenic Risk Scores (PRS) can be used to evaluate the risk for AUD and AUD severity (as measured by the number of DSM-5 AUD diagnostic criteria met) and compared their performance with a measure of family history of AUD. We studied individuals of European ancestry from the Collaborative Study on the Genetics of Alcoholism (COGA). DSM-5 diagnostic criteria were available for 7203 individuals, of whom 3451 met criteria for DSM-IV alcohol dependence or DSM-5 AUD and 1616 were alcohol-exposed controls aged ≥21 years with no history of AUD or drug dependence. Further, 4842 individuals had a positive first-degree family history of AUD (FH+), 2722 had an unknown family history (FH?), and 336 had a negative family history (FH-). PRS were derived from a meta-analysis of a genome-wide association study of AUD from the Million Veteran Program and scores from the problem subscale of the Alcohol Use Disorders Identification Test in the UK Biobank. We used mixed models to test the association between PRS and risk for AUD and AUD severity. AUD cases had higher PRS than controls with PRS increasing as the number of DSM-5 diagnostic criteria increased (p-values ≤ 1.85E Both PRS and family history were associated with AUD and AUD severity, indicating that these risk measures assess distinct aspects of liability to AUD traits.","Alcoholism, clinical and experimental research",2022,Alcohol Drinking; Alcoholism; Diagnostic and Statistical Manual of Mental Disorders; Genome-Wide Association Study; Humans; Risk Factors,False,1
Million Veteran Program,35790736,Gene-based polygenic risk scores analysis of alcohol use disorder in African Americans.,"Genome-wide association studies (GWAS) in admixed populations such as African Americans (AA) have limited sample sizes, resulting in poor performance of polygenic risk scores (PRS). Based on the observations that many disease-causing genes are shared between AA and European ancestry (EA) populations, and some disease-causing variants are located within the boundaries of these genes, we proposed a novel gene-based PRS framework (PRS",Translational psychiatry,2022,Black or African American; Alcohol Drinking; Alcoholism; Genome-Wide Association Study; Humans; Risk Factors,False,1
Million Veteran Program,35612496,"The Interrelationship of Tinnitus and Hearing Loss Secondary to Age, Noise Exposure, and Traumatic Brain Injury.","Tinnitus has been the No. 1 disability at the Veteran Administration for the last 15 years, yet its interaction with hearing loss secondary to etiologies such as age, noise trauma, and traumatic brain injuries remains poorly characterized. Our objective was to analyze hearing loss and tinnitus, including audiogram data, of the Million Veteran Program within the context of military exposures in an aging population. Health records, questionnaires, audiograms, and military data were aggregated for 758,005 Veteran participants in the Million Veteran Program 2011 to 2020, with relative risks (RR) calculated for ancestries, sex, hearing loss and military exposures such as combat, blast, and military era served. A multivariate model with significant demographic measures and exposures was then analyzed. Next, audiogram data stratified by sex were compared for those with and without tinnitus by two methods: first, mean thresholds at standard frequencies were compared to thresholds adjusted per ISO 7029:2000E age and sex formulae. Second, levels for those ≤40 years of age were compared with those 41 and older. Finally, a proportional hazards model was examined to ascertain the timing between the onset of tinnitus and hearing loss, calculated separately for electronic health record diagnoses (ICD) and self-report. Tinnitus was either self-reported, diagnosed, or both in 37.5% (95% CI, 37.4 to 37.6), mean age 61.5 (95% CI, 61.4 to 61.5), range 18 to 112 years. Those with hearing loss were 4.15 times (95% CI, 4.12 to 4.15) as likely to have tinnitus. Americans of African descent were less likely to manifest tinnitus (RR 0.61, 95% CI, 0.60 to 0.61), as were women (RR 0.65, 95% CI, 0.64 to 0.65). A multivariate model indicated a higher RR of 1.73 for traumatic brain injury (95% CI, 1.71 to 1.73) and daily combat noise exposure (1.17, 95% CI, 1.14 to 1.17) than age (0.998, 95% CI, 0.997 to 0.998). Subjects ≤40 years of age had small but significantly elevated hearing thresholds through all standard frequencies compared to Veterans without tinnitus, and the effect of tinnitus on hearing thresholds diminished with age. In the hazard model, those >40 with new onset of tinnitus were at risk for hearing loss sooner and with greater incidence than those who were younger. The rate of hearing loss following tinnitus approached 100%. In contrast, only approximately 50% of those who self-reported hearing loss initially were at risk for later hearing loss, in contrast to ICD comparison, where those with ICD of hearing loss were more likely to sustain an ICD of tinnitus subsequently. Evidence suggests that the occurrence of tinnitus in the military is more closely related to environmental exposures than to aging. The finding that tinnitus affects hearing frequencies across the audiogram spectrum suggests an acoustic injury independent of tonotopicity. Particularly for males >40, tinnitus may be a harbinger of audiologic damage predictive of later hearing loss.",Ear and hearing,2022,"Aged; Brain Injuries, Traumatic; Deafness; Female; Hearing; Hearing Loss, Noise-Induced; Humans; Male; Middle Aged; Noise; Tinnitus; United States",False,2
Million Veteran Program,34989438,Genome-wide pleiotropy analysis identifies novel blood pressure variants and improves its polygenic risk scores.,Systolic and diastolic blood pressure (S/DBP) are highly correlated modifiable risk factors for cardiovascular disease (CVD). We report here a bidirectional Mendelian Randomization (MR) and horizontal pleiotropy analysis of S/DBP summary statistics from the UK Biobank (UKB)-International Consortium for Blood Pressure (ICBP) (UKB-ICBP) BP genome-wide association study and construct a composite genetic risk score (GRS) by including pleiotropic variants. The composite GRS captures greater (1.11-3.26 fold) heritability for BP traits and increases (1.09- and 2.01-fold) Nagelkerke's R,Genetic epidemiology,2022,"Blood Pressure; Genetic Pleiotropy; Genome-Wide Association Study; Humans; Hypertension; Mendelian Randomization Analysis; Polymorphism, Single Nucleotide; Risk Factors",False,3
Million Veteran Program,36494783,PRState: Incorporating genetic ancestry in prostate cancer risk scores for men of African ancestry.,"Prostate cancer (PrCa) is one of the most genetically driven solid cancers with heritability estimates as high as 57%. Men of African ancestry are at an increased risk of PrCa; however, current polygenic risk score (PRS) models are based on European ancestry groups and may not be broadly applicable. The objective of this study was to construct an African ancestry-specific PrCa PRS (PRState) and evaluate its performance. African ancestry group of 4,533 individuals in ELLIPSE consortium was used for discovery of African ancestry-specific PrCa SNPs. PRState was constructed as weighted sum of genotypes and effect sizes from genome-wide association study (GWAS) of PrCa in African ancestry group. Performance was evaluated using ROC-AUC analysis. We identified African ancestry-specific PrCa risk loci on chromosomes 3, 8, and 11 and constructed a polygenic risk score (PRS) from 10 African ancestry-specific PrCa risk SNPs, achieving an AUC of 0.61 [0.60-0.63] and 0.65 [0.64-0.67], when combined with age and family history. Performance dropped significantly when using ancestry-mismatched PRS models but remained comparable when using trans-ancestry models. Importantly, we validated the PRState score in the Million Veteran Program (MVP), demonstrating improved prediction of PrCa and metastatic PrCa in individuals of African ancestry. African ancestry-specific PRState improves PrCa prediction in African ancestry groups in ELLIPSE consortium and MVP. This study underscores the need for inclusion of individuals of African ancestry in gene variant discovery to optimize PRSs and identifies African ancestry-specific variants for use in future studies.",BMC cancer,2022,"Male; Humans; Genome-Wide Association Study; Genetic Predisposition to Disease; Polymorphism, Single Nucleotide; Prostatic Neoplasms; Risk Factors",False,4
Million Veteran Program,35920306,"In with the old, in with the new: machine learning for time to event biomedical research.","The predictive modeling literature for biomedical applications is dominated by biostatistical methods for survival analysis, and more recently some out of the box machine learning approaches. In this article, we show a presentation of a machine learning method appropriate for time-to-event modeling in the area of prostate cancer long-term disease progression. Using XGBoost adapted to long-term disease progression, we developed a predictive model for 118 788 patients with localized prostate cancer at diagnosis from the Department of Veterans Affairs (VA). Our model accounted for patient censoring. Harrell's c-index for our model using only features available at the time of diagnosis was 0.757 95% confidence interval [0.756, 0.757]. Our results show that machine learning methods like XGBoost can be adapted to use accelerated failure time (AFT) with censoring to model long-term risk of disease progression. The long median survival justifies and requires censoring. Overall, we show that an existing machine learning approach can be used for AFT outcome modeling in prostate cancer, and more generally for other chronic diseases with long observation times.",Journal of the American Medical Informatics Association : JAMIA,2022,Biomedical Research; Disease Progression; Humans; Machine Learning; Male; Prostatic Neoplasms; Survival Analysis,False,2
Million Veteran Program,36543923,African ancestry GWAS of dementia in a large military cohort identifies significant risk loci.,"While genome wide association studies (GWASs) of Alzheimer's Disease (AD) in European (EUR) ancestry cohorts have identified approximately 83 potentially independent AD risk loci, progress in non-European populations has lagged. In this study, data from the Million Veteran Program (MVP), a biobank which includes genetic data from more than 650,000 US Veteran participants, was used to examine dementia genetics in an African descent (AFR) cohort. A GWAS of Alzheimer's disease and related dementias (ADRD), an expanded AD phenotype including dementias such as vascular and non-specific dementia that included 4012 cases and 18,435 controls age 60+ in AFR MVP participants was performed. A proxy dementia GWAS based on survey-reported parental AD or dementia (n = 4385 maternal cases, 2256 paternal cases, and 45,970 controls) was also performed. These two GWASs were meta-analyzed, and then subsequently compared and meta-analyzed with the results from a previous AFR AD GWAS from the Alzheimer's Disease Genetics Consortium (ADGC). A meta-analysis of common variants across the MVP ADRD and proxy GWASs yielded GWAS significant associations in the region of APOE (p = 2.48 × 10",Molecular psychiatry,2023,"Aged; Humans; Middle Aged; Alzheimer Disease; Black or African American; Databases, Genetic; Dementia; Gene Expression Profiling; Genome-Wide Association Study; Genotype; Military Personnel; Polymorphism, Genetic; United States; Genetic Predisposition to Disease",False,0
