Biobank,PMID,Title,Abstract,Journal,Year,MeSH_Terms,is_preprint,cluster
All of Us,36782129,Mental health and social support among glaucoma patients enrolled in the NIH All of Us COVID-19 Participant Experience (COPE) survey.,"The COVID-19 pandemic created many challenges for our society. In this study, we explore how measures of mental health, coping strategies, and social support during the pandemic varied by glaucoma status. A cohort of patients aged 40 and over enrolled in the NIH All of Us Research Program, a nationwide longitudinal cohort, who answered the COVID-19 Participant Experience (COPE) survey was obtained. We analyzed several measures of mental health, coping strategies, and social support used during the early stages of the COVID-19 pandemic. Surveys were recurring and answered from May 2020 to February 2021. Demographics and the most recently answered survey responses were obtained and stratified by glaucoma status. Pearson's Chi-squared tests and multivariable logistic regressions adjusting for age, gender, race, ethnicity, and income were used to generate p-values, odds ratios (ORs) and 95% confidence intervals (CIs) between outcome measures and glaucoma status. Of 42,484 patients who responded to All of Us COPE survey items, 2912 (6.9%) had a diagnosis of glaucoma. On Pearson's Chi-squared tests glaucoma patients were less likely to report drinking alcohol (P = 0.003), eating more food than usual (P = 0.004), and using marijuana (P = 0.006) to cope with social distancing than those without a diagnosis of glaucoma. Further, glaucoma patients had lower rates of probable mild, moderate, or severe depression as calculated by Patient Health Questionnaire-9 (PHQ-9) scores (P < 0.001) and had lower rates of reporting some or a lot of stress from social distancing (P < 0.001). However, glaucoma patients were less likely to report having someone to help prepare meals (P = 0.005) or help with daily chores (P = 0.003) if they became sick with COVID-19. In multivariable logistic regression analyses adjusting for confounding factors, no differences were found for measures of mental health or social support. Glaucoma patients did not fare worse on many measures of mental health and coping strategies during the early stages of the COVID-19 pandemic compared those without glaucoma. However, a substantial proportion of glaucoma patients still endorsed stress, social isolation, and probable depression, representing challenges for disease management.",BMC ophthalmology,2023,Humans; Adult; Middle Aged; COVID-19; Mental Health; SARS-CoV-2; Pandemics; Depression; Anxiety; Population Health; Glaucoma; Social Support,False,6
All of Us,37315799,Association of atopic dermatitis with Graves' disease and Hashimoto's thyroiditis: A case-control study in the All of Us research program.,,Journal of the American Academy of Dermatology,2023,"Humans; Case-Control Studies; Dermatitis, Atopic; Population Health; Graves Disease; Hashimoto Disease",False,3
All of Us,36789889,The effect of genetic education on the referral of patients to genetic evaluation: Findings from a national survey of nephrologists.,"The success of genomic medicine hinges on the implementation of genetic knowledge in clinical settings. In novel subspecialties, it requires that clinicians refer patients to genetic evaluation or testing, however referral is likely to be affected by genetic knowledge. An online survey was administered to self-identified nephrologists working in the United States. Nephrologists' demographic characteristics, genetic education, confidence in clinical genetics, genetic knowledge, and referral rates of patients to genetic evaluation were collected. In total, 201 nephrologists completed the survey. All reported treating patients with genetic forms of kidney disease, and 37% had referred <5 patients to genetic evaluation. A third had limited basic genetic knowledge. Most nephrologists (85%) reported concerns regarding future health insurance eligibility as a barrier to referral to genetic testing. Most adult nephrologists reported insufficient genetic education during residency (65%) and fellowship training (52%). Lower rating of genetic education and lower knowledge in recognizing signs of genetic kidney diseases were significantly associated with lower number of patients referred to the genetic evaluation (P < .001). Most nephrologists reported that improving their genetic knowledge is important for them (>55%). There is a need to enhance nephrologists' genetic education to increase genetic testing use in nephrology.",Genetics in medicine : official journal of the American College of Medical Genetics,2023,Adult; Humans; United States; Nephrologists; Nephrology; Surveys and Questionnaires; Kidney Diseases; Referral and Consultation; Attitude of Health Personnel,False,9
All of Us,37315802,"Reply to ""Association of atopic dermatitis with Graves' disease and Hashimoto's thyroiditis: A case-control study in the All of Us research program"".",,Journal of the American Academy of Dermatology,2023,"Humans; Case-Control Studies; Dermatitis, Atopic; Population Health; Hashimoto Disease; Graves Disease",False,3
All of Us,38088178,The roots of (in)equity in precision medicine: gaps in the discourse.,,Personalized medicine,2024,Humans; Precision Medicine; Healthcare Disparities,False,5
All of Us,38008413,Association between atopic dermatitis and hypertension and hyperlipidemia: A cross-sectional study in the All of Us Research Program.,,Journal of the American Academy of Dermatology,2024,"Humans; Cross-Sectional Studies; Dermatitis, Atopic; Hyperlipidemias; Population Health; Hypertension",False,0
All of Us,38008412,Obstructive sleep apnea among patients with psoriasis: A case-control study in the All of Us Research Program.,,Journal of the American Academy of Dermatology,2024,"Humans; Case-Control Studies; Population Health; Sleep Apnea, Obstructive; Psoriasis; Patients; Quality of Life",False,3
All of Us,37734665,Association of psoriasis and systemic lupus erythematosus and mediation effects of tumor necrosis factor-α inhibitors: A cross-sectional study in the All of Us Research Program.,,Journal of the American Academy of Dermatology,2024,"Humans; Tumor Necrosis Factor-alpha; Cross-Sectional Studies; Population Health; Lupus Erythematosus, Systemic; Immunologic Factors; Psoriasis",False,4
All of Us,38128831,Depression in patients with Raynaud's phenomenon: A case-control study in the National Institutes of Health's All of Us Research Program.,,Journal of the American Academy of Dermatology,2024,United States; Humans; Case-Control Studies; Depression; Population Health; National Institutes of Health (U.S.); Raynaud Disease,False,6
All of Us,37669985,Demonstrating paths for unlocking the value of cloud genomics through cross cohort analysis.,"Recently, large scale genomic projects such as All of Us and the UK Biobank have introduced a new research paradigm where data are stored centrally in cloud-based Trusted Research Environments (TREs). To characterize the advantages and drawbacks of different TRE attributes in facilitating cross-cohort analysis, we conduct a Genome-Wide Association Study of standard lipid measures using two approaches: meta-analysis and pooled analysis. Comparison of full summary data from both approaches with an external study shows strong correlation of known loci with lipid levels (R",Nature communications,2023,Humans; Genome-Wide Association Study; Population Health; Genomics; Policy; Lipids,False,7
All of Us,35576481,An antiplatelet response gene expression signature is associated with bleeding.,"Gene expression biosignatures may hold promise to individualize antiplatelet therapy in conjunction with current guidelines and risk scores. The Aspirin Response Signature (ARS) score is comprised of a weighted sum of correlated, pro-thrombotic gene transcripts measured in whole blood. In prior work where volunteers were exposed to aspirin 325 mg daily, higher ARS score was associated with lower platelet function; separately, in a clinical cohort of patients, higher ARS scores were associated with increased risk of adverse cardiovascular events. To better understand this apparent paradox, we measured ARS gene expression and score in volunteers to determine aspirin dose-response and ticagrelor relationships with ARS score and separately in patients to assess whether ARS is associated with incident bleeding. Blood samples were collected from volunteers (N = 188) who were exposed to 4 weeks of daily aspirin 81 mg, daily aspirin 325 mg, and/or twice-daily ticagrelor 90 mg. ARS scores were calculated from whole blood RNA qPCR, and platelet function and protein expression were assessed in platelet-rich plasma. In mixed linear regression models, aspirin 81 mg exposure was not associated with changes in ARS gene expression or score. Aspirin 325 mg exposure resulted in a 6.0% increase in ARS gene expression (P = 7.5 × 10-9 vs. baseline, P = 2.1 × 10-4 vs. aspirin 81 mg) and an increase in expression of platelet proteins corresponding to ARS genes. Ticagrelor exposure resulted in a 30.7% increase in ARS gene expression (P < 1 × 10-10 vs. baseline and each aspirin dose) and ARS score (P = 7.0 × 10-7 vs. baseline, P = 3.6 × 10-6 and 5.59 × 10-4 vs. aspirin 81 and 325 mg, respectively). Increases in ARS gene expression or score were associated with the magnitude of platelet inhibition across agents. To assess the association between ARS scores and incident bleeding, ARS scores were calculated in patients undergoing cardiac catheterization (N = 1421), of whom 25.4% experienced bleeding events over a median 6.2 years of follow-up. In a Cox model adjusting for demographics and baseline antithrombotic medication use, patients with ARS scores above the median had a higher risk of incident bleeding [hazard ratio 1.26 (95% CI 1.01-1.56), P = 0.038]. The ARS is an Antiplatelet Response Signature that increases in response to greater platelet inhibition due to antiplatelet therapy and may represent a homeostatic mechanism to prevent bleeding. ARS scores could inform future strategies to prevent bleeding while maintaining antiplatelet therapy's benefit of ischaemic cardiovascular event protection.",Cardiovascular research,2023,Humans; Platelet Aggregation Inhibitors; Ticagrelor; Transcriptome; Aspirin; Hemorrhage; Treatment Outcome,False,0
All of Us,38108577,Associations between hidradenitis suppurativa and asthma and allergic rhinitis: a case-control study in the All of Us research program.,,International journal of dermatology,2024,"Humans; Hidradenitis Suppurativa; Case-Control Studies; Population Health; Rhinitis, Allergic; Asthma",False,3
All of Us,36928128,Racial Disparities in Barriers to Care for Patients With Diabetic Retinopathy in a Nationwide Cohort.,"To ascertain specific barriers of care among patients with diabetic retinopathy (DR) from different racial/ethnic groups. In this cross-sectional study, we included adult participants in the National Institutes of Health All of Us Research Program with DR who answered questions in the Healthcare Access & Utilization survey and Social Determinants of Health (SDoH) survey. Logistic regression was used to study the association between barriers to care and race/ethnicity. Our cohort included 885 DR patients who answered the Healthcare Access & Utilization survey and 385 DR patients who responded to the SDoH survey. After adjusting for confounders, Hispanic individuals were more likely than non-Hispanic White individuals to report delaying getting medical care due to not being able to get child care (odds ratio [OR] = 6.57 [95% confidence interval {CI}, 1.67-27.8]). Furthermore, compared to non-Hispanic White individuals, non-Hispanic Black individuals were significantly more likely to report being treated with less respect (OR = 2.62 [95% CI, 1.15-5.80]), treated with less courtesy (OR = 2.51 [95% CI, 1.01-5.92]), and receive poorer service than other people (OR = 2.85 [95% CI, 1.25-6.34]) when they go to a doctor's office or other healthcare provider. We found that Hispanic and non-Hispanic Black individuals with DR reported greater delays/barriers to care compared to non-Hispanic White individuals even after controlling for individualized socioeconomic factors. This study highlights the importance of taking steps to promote health equity, such as increasing access to child care resources and reducing implicit bias among eye care providers, to increase access to care and prevent vision loss from DR.",Translational vision science & technology,2023,Adult; Aged; Female; Humans; Male; Middle Aged; Black or African American; Cohort Studies; Cross-Sectional Studies; Diabetic Retinopathy; Healthcare Disparities; Hispanic or Latino; Racial Groups; United States; White; Social Determinants of Health; Health Care Surveys,False,2
All of Us,37301967,Using machine learning to develop a clinical prediction model for SSRI-associated bleeding: a feasibility study.,"Adverse drug events (ADEs) are associated with poor outcomes and increased costs but may be prevented with prediction tools. With the National Institute of Health All of Us (AoU) database, we employed machine learning (ML) to predict selective serotonin reuptake inhibitor (SSRI)-associated bleeding. The AoU program, beginning in 05/2018, continues to recruit ≥ 18 years old individuals across the United States. Participants completed surveys and consented to contribute electronic health record (EHR) for research. Using the EHR, we determined participants who were exposed to SSRIs (citalopram, escitalopram, fluoxetine, fluvoxamine, paroxetine, sertraline, vortioxetine). Features (n = 88) were selected with clinicians' input and comprised sociodemographic, lifestyle, comorbidities, and medication use information. We identified bleeding events with validated EHR algorithms and applied logistic regression, decision tree, random forest, and extreme gradient boost to predict bleeding during SSRI exposure. We assessed model performance with area under the receiver operating characteristic curve statistic (AUC) and defined clinically significant features as resulting in > 0.01 decline in AUC after removal from the model, in three of four ML models. There were 10,362 participants exposed to SSRIs, with 9.6% experiencing a bleeding event during SSRI exposure. For each SSRI, performance across all four ML models was relatively consistent. AUCs from the best models ranged 0.632-0.698. Clinically significant features included health literacy for escitalopram, and bleeding history and socioeconomic status for all SSRIs. We demonstrated feasibility of predicting ADEs using ML. Incorporating genomic features and drug interactions with deep learning models may improve ADE prediction.",BMC medical informatics and decision making,2023,"Humans; United States; Adolescent; Selective Serotonin Reuptake Inhibitors; Feasibility Studies; Escitalopram; Models, Statistical; Population Health; Prognosis; Machine Learning",False,4
All of Us,36540959,Session Introduction: Digital health technology data in biocomputing: Research efforts and considerations for expanding access.,"Data from digital health technologies (DHT), including wearable sensors like Apple Watch, Whoop, Oura Ring, and Fitbit, are increasingly being used in biomedical research. Research and development of DHT-related devices, platforms, and applications is happening rapidly and with significant private-sector involvement with new biotech companies and large tech companies (e.g. Google, Apple, Amazon, Uber) investing heavily in technologies to improve human health. Many academic institutions are building capabilities related to DHT research, often in cross-sector collaboration with technology companies and other organizations with the goal of generating clinically meaningful evidence to improve patient care, to identify users at an earlier stage of disease presentation, and to support health preservation and disease prevention. Large research consortia, cross-sector partnerships, and individual research labs are all represented in the current corpus of published studies. Some of the large research studies, like NIH's All of Us Research Program, make data sets from wearable sensors available to the research community, while the vast majority of data from wearable sensors and other DHTs are held by private sector organizations and are not readily available to the research community. As data are unlocked from the private sector and made available to the academic research community, there is an opportunity to develop innovative analytics and methods through expanded access. This Session solicited research results leveraging digital health technologies, including wearable sensor data, describing novel analytical methods, and issues related to diversity, equity, inclusion (DEI) of both the underlying research data sets and the community of researchers working in this area. We particularly encouraged submissions describing opportunities for expanding and democratizing academic research using data from wearable sensors and related digital health technologies.",Pacific Symposium on Biocomputing. Pacific Symposium on Biocomputing,2023,Humans; Population Health; Computational Biology; Biomedical Technology,False,9
All of Us,37930895,Next-generation phenotyping: introducing phecodeX for enhanced discovery research in medical phenomics.,"Phecodes are widely used and easily adapted phenotypes based on International Classification of Diseases codes. The current version of phecodes (v1.2) was designed primarily to study common/complex diseases diagnosed in adults; however, there are numerous limitations in the codes and their structure. Here, we present phecodeX, an expanded version of phecodes with a revised structure and 1,761 new codes. PhecodeX adds granularity to phenotypes in key disease domains that are under-represented in the current phecode structure-including infectious disease, pregnancy, congenital anomalies, and neonatology-and is a more robust representation of the medical phenome for global use in discovery research. phecodeX is available at https://github.com/PheWAS/phecodeX.","Bioinformatics (Oxford, England)",2023,"Phenomics; Genome-Wide Association Study; Polymorphism, Single Nucleotide; Phenotype",False,0
All of Us,37216451,Higher Hospital Frailty Risk Score Is Associated With Increased Risk of Stroke: Observational and Genetic Analyses.,"Frailty is a prevalent state associated with several aging-related traits and conditions. The relationship between frailty and stroke remains understudied. Here we aim to investigate whether the hospital frailty risk score (HFRS) is associated with the risk of stroke and determine whether a significant association between genetically determined frailty and stroke exists. Observational study using data from  Participants from  Two hundred fifty-three thousand two hundred twenty-six participants were at risk of stroke. In multivariable analyses, frailty status was significantly associated with risk of any (ischemic or hemorrhagic) stroke following a dose-response way: not-frail versus low HFRS (HR, 4.9 [CI, 3.5-6.8];  Frailty, based on the HFRS was associated with higher risk of any stroke. Mendelian Randomization analyses confirmed this association providing evidence to support a causal relationship.",Stroke,2023,Humans; Population Health; Stroke; Hemorrhagic Stroke; Risk Factors; Hospitals; Retrospective Studies,False,0
All of Us,37642640,Examining health care access disparities in Hispanic populations with peripheral artery disease and diabetes.,"This study investigated disparities in health care access for Hispanic adults with diabetes and peripheral artery disease (PAD) who are at risk of lower-extremity amputation and other cardiovascular morbidities and mortalities. We utilized the health care access survey data from the All of Us research program to examine adults (⩾ 18 years) with either diabetes and/or PAD. The primary associations evaluated were: could not afford medical care and delayed getting medical care in the past 12 months. Multivariable logistic regression models were used to assess the association of Hispanic ethnicity and survey responses, adjusting for age, sex, income, health insurance, and employment status. Among 24,104 participants, the mean age was 54.9 years and 67% were women. Of these, 8.2% were Hispanic adults. In multivariable analysis, Hispanic adults were more likely to be unable to afford seeing a health care provider, and receiving emergency care, follow-up care, and prescription medications ( The Hispanic population with diabetes and PAD faces substantial barriers in health care access, including a higher likelihood of delaying medical care and being unable to afford it.","Vascular medicine (London, England)",2023,Adult; Female; Humans; Male; Middle Aged; Diabetes Mellitus; Health Services Accessibility; Healthcare Disparities; Hispanic or Latino; Peripheral Arterial Disease; Population Health; United States,False,2
All of Us,37646012,Project Inclusive Genetics: Protecting reproductive autonomy from bias via prenatal patient-centered counseling.,"Clinician bias negatively impacts the healthcare received by marginalized communities. In this study, we explored factors that influence clinician and trainee bias against individuals with intellectual disabilities and its impact on clinical judgment in prenatal genetic testing settings. Specifically, we examined bias toward a fetus with a higher chance of developing a disability. We compared genetics specialists with their non-expert counterparts. This web-based study included clinical vignettes, implicit association tests (IATs), and an educational module. 595 participants were recruited via their institution or professional society. We conducted statistical analyses, including regression models controlling for key demographic characteristics, to analyze recommendation patterns and degree of change after the module. Genetics expertise strongly correlated with appropriate testing recommendation when the patient would not consider pregnancy termination (r = 1.784 pre-module, r = 1.502 post-module, p < 0.01). Factors that influenced pre-module recommendation to test include increased age (r = -0.029, p < 0.05), high religiosity (r = 0.525, p < 0.05), and participant personal preference against testing (r = 1.112, p < 0.01). Responses among participants without genetics expertise improved after the educational module (",HGG advances,2023,Female; Pregnancy; Humans; Reproduction; Educational Status; Family Planning Services; Intellectual Disability; Patient-Centered Care; Counseling,False,0
All of Us,37560908,"Genetic relationships between high blood eosinophil count, asthma susceptibility, and asthma severity.","Genetic relationships between blood eosinophil count (BEC), asthma susceptibility, and severity are unclear. We sought to identify the genetic difference between type 2 (T2) and nontype 2 (non-T2) asthma (defined by BEC) and investigate genetic relationships between high BEC, asthma susceptibility, and severity. Genome-wide association studies (GWASs) were performed for T2 ( High BEC was associated with asthma and decreased pulmonary function. GWASs revealed four sets of genetic variants ( Genetic variants associated with asthma or BEC and asthma severity are distinctive. High BEC is a risk factor for asthma; however, it is neither necessary nor sufficient for asthma susceptibility and severity.",The Journal of asthma : official journal of the Association for the Care of Asthma,2024,Humans; Asthma; Eosinophils; Genome-Wide Association Study; Population Health; Leukocyte Count; Eosinophilia,False,9
All of Us,36541641,"The changing prevalence of anemia and risk factors in people with HIV in North America who have initiated ART, 2007-2017.","To characterize the prevalence of anemia and risk factors between 2007 and 2017 for moderate/severe anemia among people with HIV (PWH) in North America who have initiated antiretroviral therapy (ART). Observational study of participants in the North American AIDS Cohort Collaboration on Research and Design (NA-ACCORD). We estimated the annual prevalence between 1 January 2007 and 31 December 2017 of mild (11.0-12.9 g/dl men, 11.0-11.9 g/dl women), moderate (8.0-10.9 g/dl regardless of sex) and severe (<8.0 g/dl regardless of sex) anemia. Poisson regression models with robust variance and general estimating equations estimated crude and adjusted prevalence ratios (aPR) with 95% confidence intervals ([-]) comparing risk factors for moderate/severe vs. no/mild anemia between 2007 and 2017. Among 73 898 PWH we observed 366 755 hemoglobin measurements following ART initiation, 37 301 (50%) had one or more measures of anemia during follow-up (mild = 17 743 [24%]; moderate = 13 383[18%]; severe = 6175 [8%]). Moderate/severe anemia was more prevalent among women, non-Hispanic Black and Hispanic PWH (vs. non-Hispanic white), those with underweight body mass index (<18.5 kg/m2) and with comorbidities and coinfections. Older age had increased prevalence of moderate/severe anemia among males and decreased prevalence among females. Prevalence of moderate/severe anemia was greater among those with lower CD4+ cell count (≤200 cells/μl) [aPR = 2.11 (2.06-2.17)] unsuppressed HIV viral load (>200 copies/ml) [aPR = 1.26 (1.23-1.29)] and within the first 6 months of ART initiation (vs. >1 year of ART) [aPR = 1.66 (1.61-1.72)]. The prevalence of anemia among PWH is reduced after ART initiation but remains high. Risk factors differ by sex and include comorbidities and HIV disease severity. The persistent, substantial prevalence of anemia among PWH merits further investigation, targeted screening, and clinical interventions.","AIDS (London, England)",2023,Male; Humans; Female; HIV Infections; Prevalence; Risk Factors; North America; Anemia; CD4 Lymphocyte Count,False,0
All of Us,37755822,Barriers to Care Among Sexual and Gender Minority Individuals With Chronic Inflammatory Skin Diseases in the US.,"Research on the prevalence of barriers to care among sexual and gender minority (SGM) patients with chronic inflammatory skin diseases (CISDs) in the US is limited. To compare the prevalence of cost and noncost barriers to care among SGM and non-SGM patients with CISDs and to analyze the prevalence of barriers based on SGM status and race and ethnicity. A cross-sectional study of health care access and utilization survey data collected by the National Institutes of Health's All of Us Research Program between May 31, 2017, and July 1, 2022, was conducted. Participants were adults aged 18 years or older with CISDs who enrolled in All of Us directly online or through partner health care practitioner organizations located across the US. Chronic inflammatory skin diseases, sexual orientation and gender identity, and race and ethnicity. The main outcome was the experience of cost and noncost barriers to health care among SGM patients with CISDs. Multivariable logistic regression was used to examine the association of SGM status with experiencing barriers to care. This study included 19 743 patients with CISDs; 1877 were SGM patients (median age, 40.5 years [IQR, 28.7-57.9 years]; 1205 [64.2%] assigned female sex at birth) and 17 866 were non-SGM patients (median age, 57.1 years [IQR, 40.8-68.1 years]; 13 205 [73.9%] assigned female sex at birth). Compared with non-SGM patients, SGM patients with CISDs were significantly more likely to delay specialist care (adjusted odds ratio [AOR], 1.23; 95% CI, 1.03-1.47), mental health care (AOR, 1.62; 95% CI, 1.37-1.91), and filling a prescription (AOR, 1.30; 95% CI, 1.11-1.52) because of cost. In addition, SGM patients with CISDs were significantly more likely than non-SGM patients to delay care because of transportation issues (AOR, 1.49; 95% CI, 1.22-1.80) and not having a health care practitioner who shares the same background with regard to race and ethnicity, religion, native language, sexual orientation, and gender identity (AOR, 1.39; 95% CI, 1.19-1.62). Sexual and gender minority patients with CISDs were also significantly more likely than non-SGM patients to report not always being treated with respect by their health care practitioners (AOR, 1.47; 95% CI, 1.30-1.65). The findings of this cross-sectional study of survey data suggest that SGM patients with CISDs may be disproportionately affected by cost and noncost barriers to health care. Dermatologists and other health care practitioners caring for SGM patients with CISDs have an important role in helping to address these barriers and larger systemic issues for SGM patients at both the patient and system levels.",JAMA dermatology,2023,Adult; Female; Humans; Male; Middle Aged; Cross-Sectional Studies; Gender Identity; Health Services Accessibility; Population Health; Sexual and Gender Minorities; Sexual Behavior; Skin Diseases; Surveys and Questionnaires; Aged,False,2
All of Us,37140930,A Critical Need to Examine the Lack of Access to Healthy Quality Foods and Its Association With Cancer Mortality-A Clarion Call for Multilevel Research and Interventions.,,JAMA oncology,2023,Humans; Health Status; Neoplasms,False,0
All of Us,38059352,Platelet RNA Biomarker of Ticagrelor-Responsive Genes Is Associated With Platelet Function and Cardiovascular Events.,"Identifying patients with the optimal risk:benefit for ticagrelor is challenging. The aim was to identify ticagrelor-responsive platelet transcripts as biomarkers of platelet function and cardiovascular risk. Healthy volunteers (n=58, discovery; n=49, validation) were exposed to 4 weeks of ticagrelor with platelet RNA data, platelet function, and self-reported bleeding measured pre-/post-ticagrelor. RNA sequencing was used to discover platelet genes affected by ticagrelor, and a subset of the most informative was summarized into a composite score and tested for validation. This score was further analyzed (1) in CD34+ megakaryocytes exposed to an P2Y12 inhibitor in vitro, (2) with baseline platelet function in healthy controls, (3) in peripheral artery disease patients (n=139) versus patient controls (n=30) without atherosclerosis, and (4) in patients with peripheral artery disease for correlation with atherosclerosis severity and risk of incident major adverse cardiovascular and limb events. Ticagrelor exposure differentially expressed 3409 platelet transcripts. Of these, 111 were prioritized to calculate a Ticagrelor Exposure Signature score, which ticagrelor reproducibly increased in discovery and validation cohorts. Ticagrelor's effects on platelets transcripts positively correlated with effects of P2Y12 inhibition in primary megakaryocytes. In healthy controls, higher baseline scores correlated with lower baseline platelet function and with minor bleeding while receiving ticagrelor. In patients, lower scores independently associated with both the presence and extent of atherosclerosis and incident ischemic events. Ticagrelor-responsive platelet transcripts are a biomarker for platelet function and cardiovascular risk and may have clinical utility for selecting patients with optimal risk:benefit for ticagrelor use.","Arteriosclerosis, thrombosis, and vascular biology",2024,Humans; Ticagrelor; Platelet Aggregation Inhibitors; Clopidogrel; Purinergic P2Y Receptor Antagonists; Adenosine; Hemorrhage; Peripheral Arterial Disease; Biomarkers; Treatment Outcome; Acute Coronary Syndrome,False,0
All of Us,37651384,Population genetic testing and SERPINA1 sequencing identifies unidentified alpha-1 antitrypsin deficiency alleles and gene-environment interaction with hepatitis C infection.,"Alpha-1 antitrypsin deficiency (AATD), a relatively common autosomal recessive genetic disorder, is underdiagnosed in symptomatic individuals. We sought to compare the risk of liver transplantation associated with hepatitis C infection with AATD heterozygotes and homozygotes and determine if SERPINA1 sequencing would identify undiagnosed AATD. We performed a retrospective cohort study in a deidentified Electronic Health Record (EHR)-linked DNA biobank with 72,027 individuals genotyped for the M, Z, and S alleles in SERPINA1. We investigated liver transplantation frequency by genotype group and compared with hepatitis C infection. We performed SERPINA1 sequencing in carriers of pathogenic AATD alleles who underwent liver transplantation. Liver transplantation was associated with the Z allele (ZZ: odds ratio [OR] = 1.31, p<2e-16; MZ: OR = 1.02, p = 1.2e-13) and with hepatitis C (OR = 1.20, p<2e-16). For liver transplantation, there was a significant interaction between genotype and hepatitis C (ZZ: interaction OR = 1.23, p = 4.7e-4; MZ: interaction OR = 1.11, p = 6.9e-13). Sequencing uncovered a second, rare, pathogenic SERPINA1 variant in six of 133 individuals with liver transplants and without hepatitis C. Liver transplantation was more common in individuals with AATD risk alleles (including heterozygotes), and AATD and hepatitis C demonstrated evidence of a gene-environment interaction in relation to liver transplantation. The current AATD screening strategy may miss diagnoses whereas SERPINA1 sequencing may increase diagnostic yield for AATD, stratify risk for liver disease, and inform clinical management for individuals with AATD risk alleles and liver disease risk factors.",PloS one,2023,"Humans; Alleles; Gene-Environment Interaction; Retrospective Studies; alpha 1-Antitrypsin Deficiency; Hepatitis C; Hepacivirus; Genetics, Population; alpha 1-Antitrypsin",False,0
All of Us,36861341,"Human Immunodeficiency Virus Status, Tenofovir Exposure, and the Risk of Poor Coronavirus Disease 19 Outcomes: Real-World Analysis From 6 United States Cohorts Before Vaccine Rollout.","People with human immunodeficiency virus (HIV) (PWH) may be at increased risk for severe coronavirus disease 2019 (COVID-19) outcomes. We examined HIV status and COVID-19 severity, and whether tenofovir, used by PWH for HIV treatment and people without HIV (PWoH) for HIV prevention, was associated with protection. Within 6 cohorts of PWH and PWoH in the United States, we compared the 90-day risk of any hospitalization, COVID-19 hospitalization, and mechanical ventilation or death by HIV status and by prior exposure to tenofovir, among those with severe acute respiratory syndrome coronavirus 2 infection between 1 March and 30 November 2020. Adjusted risk ratios (aRRs) were estimated by targeted maximum likelihood estimation, with adjustment for demographics, cohort, smoking, body mass index, Charlson comorbidity index, calendar period of first infection, and CD4 cell counts and HIV RNA levels (in PWH only). Among PWH (n = 1785), 15% were hospitalized for COVID-19 and 5% received mechanical ventilation or died, compared with 6% and 2%, respectively, for PWoH (n = 189 351). Outcome prevalence was lower for PWH and PWoH with prior tenofovir use. In adjusted analyses, PWH were at increased risk compared with PWoH for any hospitalization (aRR, 1.31 [95% confidence interval, 1.20-1.44]), COVID-19 hospitalizations (1.29 [1.15-1.45]), and mechanical ventilation or death (1.51 [1.19-1.92]). Prior tenofovir use was associated with reduced hospitalizations among PWH (aRR, 0.85 [95% confidence interval, .73-.99]) and PWoH (0.71 [.62-.81]). Before COVID-19 vaccine availability, PWH were at greater risk for severe outcomes than PWoH. Tenofovir was associated with a significant reduction in clinical events for both PWH and PWoH.",Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,2023,Humans; United States; COVID-19; Tenofovir; COVID-19 Vaccines; HIV Infections; HIV,False,4
All of Us,37096581,Phenotype Risk Score but Not Genetic Risk Score Aids in Identifying Individuals With Systemic Lupus Erythematosus in the Electronic Health Record.,"Systemic lupus erythematosus (SLE) poses diagnostic challenges. We undertook this study to evaluate the utility of a phenotype risk score (PheRS) and a genetic risk score (GRS) to identify SLE individuals in a real-world setting. Using a de-identified electronic health record (EHR) database with an associated DNA biobank, we identified 789 SLE cases and 2,261 controls with available MEGA SLE cases had a significantly higher PheRS (mean ± SD 7.7 ± 8.0 versus 0.8 ± 2.0 in controls; P < 0.001) and GRS (mean ± SD 12.2 ± 2.3 versus 11.0 ± 2.0 in controls; P < 0.001). Black individuals with SLE had a higher PheRS compared to White individuals (mean ± SD 10.0 ± 10.1 versus 7.1 ± 7.2, respectively; P = 0.002) but a lower GRS (mean ± SD 9.0 ± 1.4 versus 12.3 ± 1.7, respectively; P < 0.001). Models predicting SLE that used only the PheRS had an area under the curve (AUC) of 0.87. Adding the GRS to the PheRS resulted in a minimal difference with an AUC of 0.89. On chart review, controls with the highest PheRS and GRS had undiagnosed SLE. We developed a SLE PheRS to identify established and undiagnosed SLE individuals. A SLE GRS using known risk SNPs did not add value beyond the PheRS and was of limited utility in Black individuals with SLE. More work is needed to understand the genetic risks of SLE in diverse populations.","Arthritis & rheumatology (Hoboken, N.J.)",2023,"Humans; Electronic Health Records; Lupus Erythematosus, Systemic; Risk Factors; Phenotype; White",False,0
All of Us,37944098,Community Engagement Alliance (CEAL): A National Institutes of Health Program to Advance Health Equity.,,American journal of public health,2024,Humans; United States; Health Equity; National Institutes of Health (U.S.),False,4
