PMID,Biobank,Year,Title,population_stratification_mentioned,population_stratification_confidence,population_stratification_severity,population_stratification_mesh,population_stratification_keywords,batch_effects_mentioned,batch_effects_confidence,batch_effects_severity,batch_effects_mesh,batch_effects_keywords,missing_data_mentioned,missing_data_confidence,missing_data_severity,missing_data_mesh,missing_data_keywords,sampling_bias_mentioned,sampling_bias_confidence,sampling_bias_severity,sampling_bias_mesh,sampling_bias_keywords,technical_variation_mentioned,technical_variation_confidence,technical_variation_severity,technical_variation_mesh,technical_variation_keywords
38608121,UK Biobank,2024,Causal influence of celiac disease on the risk of sarcoidosis: A Mendelian randomization study.,1,1.0,mentioned,0,ancestry|european ancestry|gwas,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
38440190,UK Biobank,2024,Using genetics to investigate the association between lanosterol and cataract.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
38375154,UK Biobank,2024,The role of blood metabolites in oral cancer: insights from a Mendelian randomization approach.,1,0.3333333333333333,low,0,gwas,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
38343175,UK Biobank,2024,Dietary factors and the risk of atopic dermatitis: a Mendelian randomisation study.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
38320991,UK Biobank,2024,The impact of reproductive factors on the metabolic profile of females from menarche to menopause.,0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
38038193,UK Biobank,2024,Statistical inference with large-scale trait imputation.,1,0.3333333333333333,medium,1,gwas,0,0.0,none,0,,1,0.6666666666666666,mentioned,0,mar|imputation,0,0.0,none,0,,0,0.0,none,0,
37549427,UK Biobank,2024,"Causal Roles of Lifestyle, Psychosocial Characteristics, and Sleep Status in Sarcopenia: A Mendelian Randomization Study.",0,0.0,none,1,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
39678547,UK Biobank,2024,Cholecystectomy and blood lipid/glucose traits: insights from a population-based cross-sectional and Mendelian randomization study.,1,0.3333333333333333,low,0,gwas,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
38103877,UK Biobank,2024,White Matter Tract Integrity Is Reduced in Depression and in Individuals With Genetic Liability to Depression.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
37878590,UK Biobank,2024,Dietary Inflammatory Indices Are Not Associated With Inflammatory Bowel Disease Incidence and Progression.,1,0.3333333333333333,high,0,confounding,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
37782583,UK Biobank,2024,A Deep Learning-Based Integrated Framework for Quality-Aware Undersampled Cine Cardiac MRI Reconstruction and Analysis.,0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
37522462,UK Biobank,2024,Body mass index and risk of inflammatory breast disease: a Mendelian randomization study.,0,0.0,none,1,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
37237036,UK Biobank,2024,An adaptive and robust method for multi-trait analysis of genome-wide association studies using summary statistics.,1,0.3333333333333333,medium,1,gwas,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
39967934,UK Biobank,2024,The causal association of cheese intake with type 2 diabetes mellitus: results from a two-sample Mendelian randomization study.,1,0.3333333333333333,medium,0,gwas,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
39723082,UK Biobank,2024,Exploring the Impact of Dietary Factors on Intestinal Diverticular Disease: A Mendelian Randomization Approach.,0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
39606480,UK Biobank,2024,Scalable analysis of large multi-ancestry biobanks by leveraging sparse ancestry-adjusted sample-relatedness.,1,1.0,medium,0,ancestry|population structure|homogeneous population|gwas|genetic association,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,calibration
39600790,UK Biobank,2024,Depression and the risk of fibromyalgia syndrome: a two-sample Mendelian randomization study.,1,0.6666666666666666,low,0,ancestry|european ancestry,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
39600788,UK Biobank,2024,"Corrigendum: The predictive validity of a Brain Care Score for late-life depression and a composite outcome of dementia, stroke, and late-life depression: data from the UK Biobank cohort.",0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
39443521,UK Biobank,2024,Causal relationship between hyperthyroidism and cataracts: a two-sample bi-directional mendelian randomization study.,0,0.0,none,1,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
39258169,UK Biobank,2024,Genome-wide association reveals a locus in neuregulin 3 associated with gabapentin efficacy in women with chronic pelvic pain.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
39229140,UK Biobank,2024,Three Open Questions in Polygenic Score Portability.,1,1.0,mentioned,0,ancestry|genetic ancestry|gwas,0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,socioeconomic,0,0.0,none,0,
39224884,UK Biobank,2024,Exploring the genetic causal relationship between physical activity and migraine in European population based on Mendelian randomization analysis.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
39150755,UK Biobank,2024,Using Data-Driven Algorithms with Large-Scale Plasma Proteomic Data to Discover Novel Biomarkers for Diagnosing Depression.,0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
39132477,UK Biobank,2024,Dual exposure-by-polygenic score interactions highlight disparities across social groups in the proportion needed to benefit.,1,0.3333333333333333,mentioned,0,genetic association,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
39069817,UK Biobank,2024,Evaluation of biochemical algorithms to screen dysbetalipoproteinemia in ε2ε2 and rare ,0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
39044827,UK Biobank,2024,Platelet indices and inflammatory bowel disease: a Mendelian randomization study.,0,0.0,none,1,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
39040195,UK Biobank,2024,Real-time dynamic polygenic prediction for streaming data.,1,0.3333333333333333,mentioned,0,gwas,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,calibration
38888457,UK Biobank,2024,FastBiCmrMLM: a fast and powerful compressed variance component mixed logistic model for big genomic case-control genome-wide association study.,0,0.0,none,1,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
38883682,UK Biobank,2024,Causal relationship between renal function and risk of esophageal cancer: insights from Mendelian randomization.,0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
38854078,UK Biobank,2024,Multiscale Modes of Functional Brain Connectivity.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
38848344,UK Biobank,2024,Examining the causal relationship between sex hormone-binding globulin (SHBG) and infertility: A Mendelian randomization study.,0,0.0,none,1,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
38766136,UK Biobank,2024,Improving polygenic prediction from summary data by learning patterns of effect sharing across multiple phenotypes.,0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
38707479,UK Biobank,2024,Prior infections are associated with smaller hippocampal volume in older women.,0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
38517173,UK Biobank,2024,"Plasma homocysteine level, estradiol level, and brain atrophy: a Mendelian randomization study.",0,0.0,none,1,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
38464240,UK Biobank,2024,Sex-Specific Effect of MTSS1 Downregulation on Dilated Cardiomyopathy.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
38434445,UK Biobank,2024,Parental cardiometabolic multimorbidity and subsequent cardiovascular incidence in middle-aged adults: A prospective cohort study.,0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
38384268,UK Biobank,2024,Aminopeptidase O Protein mediates the association between ,1,0.3333333333333333,mentioned,0,gwas,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
38332183,UK Biobank,2024,Links between the genetic determinants of morning plasma cortisol and body shape: a two-sample Mendelian randomisation study.,0,0.0,none,1,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
38293274,UK Biobank,2024,Mendelian randomization analysis of atopic dermatitis and esophageal cancer in East Asian and European populations.,1,1.0,medium,0,ancestry|european ancestry|asian ancestry,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
38245747,UK Biobank,2024,The causality between CD8,1,1.0,medium,0,ancestry|european ancestry|gwas,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
39433891,UK Biobank,2024,"Associations of body composition measures with circulating insulin-like growth factor-I, testosterone, and sex hormone-binding globulin concentrations in 16,000 men.",0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
39222019,UK Biobank,2024,Rare Genetic Variants in ,0,0.0,none,1,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
39664317,UK Biobank,2024,Menopausal characteristics and hormone replacement therapy in relation to long-term risk of cholecystectomy in women.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
38869698,UK Biobank,2024,Using Alternative Definitions of Controls to Increase Statistical Power in GWAS.,1,0.6666666666666666,medium,1,gwas|genetic association,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
40046980,UK Biobank,2024,Individualised prediction of longitudinal change in multimodal brain imaging.,0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,imputation,0,0.0,none,0,,0,0.0,none,0,
39702585,UK Biobank,2024,Systematic proteome-wide Mendelian randomization to prioritize causal plasma proteins for skin cancers.,1,0.3333333333333333,mentioned,1,gwas,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
39651283,UK Biobank,2024,An integrative approach prioritizes the orphan GPR61 genomic region in tissue-specific regulation of chronotype.,0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
39550224,UK Biobank,2024,TIPS: a novel pathway-guided joint model for transcriptome-wide association studies.,1,0.3333333333333333,low,1,gwas,0,0.0,none,0,,1,0.6666666666666666,mentioned,0,mar|imputation,0,0.0,none,0,,0,0.0,none,0,
39348397,UK Biobank,2024,Mendelian randomization analysis reveals causal association of anthropometric measures on sepsis risk and mortality.,1,0.3333333333333333,low,1,gwas,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
39263770,UK Biobank,2024,Genetic polymorphisms of ,0,0.0,none,1,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
39253131,UK Biobank,2024,Potential drug targets for osteoporosis identified: A Mendelian randomization study.,1,0.3333333333333333,low,0,gwas,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
39086950,UK Biobank,2024,Casual effects of telomere length on sarcoidosis: a bidirectional Mendelian randomization analysis.,1,0.3333333333333333,medium,0,gwas,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
38959269,UK Biobank,2024,Improving population scale statistical phasing with whole-genome sequencing data.,0,0.0,none,1,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,imputation,0,0.0,none,0,,0,0.0,none,0,
38893680,UK Biobank,2024,Machine Learning Approach with Harmonized Multinational Datasets for Enhanced Prediction of Hypothyroidism in Patients with Type 2 Diabetes.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,diversity,0,0.0,none,0,
38805405,UK Biobank,2024,Identifying depression's genetic role as a precursor to sepsis and increased mortality risk: Comprehensive insights from mendelian randomization analysis.,1,0.6666666666666666,high,1,gwas|confounding,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
38596080,UK Biobank,2024,A protective role of genetically predicted sex hormone-binding globulin on stroke.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
38480817,UK Biobank,2024,Exploring the contribution of lifestyle to the impact of education on the risk of cancer through Mendelian randomization analysis.,1,0.6666666666666666,mentioned,1,gwas|genetic association,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
38274228,UK Biobank,2023,Application and discoveries of metabolomics and proteomics in the study of female infertility.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
38260160,UK Biobank,2023,Causal association between obesity and hypothyroidism: a two-sample bidirectional Mendelian randomization study.,1,0.3333333333333333,medium,1,gwas,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
38224241,UK Biobank,2024,"Sodium fluoride preserves blood metabolite integrity for biomarker discovery in large-scale, multi-site metabolomics investigations.",0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
38009009,UK Biobank,2024,Mendelian randomization analysis reveals the impact of physical and occupational activities on the risk of gastroesophageal reflux disease and Barrett's esophagus.,1,0.6666666666666666,high,0,gwas|confounding,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
37919896,UK Biobank,2024,Genetic analyses identify evidence for a causal relationship between Ewing sarcoma and hernias.,0,0.0,none,1,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
36529820,UK Biobank,2024,Gene selection by incorporating genetic networks into case-control association studies.,1,0.6666666666666666,medium,1,principal component|gwas,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
39606376,UK Biobank,2024,"Genome-wide association studies and multi-omics integrative analysis reveal novel loci and their molecular mechanisms for circulating polyunsaturated, monounsaturated, and saturated fatty acids.",1,1.0,mentioned,0,ancestry|european ancestry|gwas|genetic association,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
38260151,UK Biobank,2023,Endocrine and metabolic factors and the risk of idiopathic pulmonary fibrosis: a Mendelian randomization study.,1,0.3333333333333333,low,1,gwas,0,0.0,none,1,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,1,
38479924,UK Biobank,2024,Red and processed meat intake and risk of cardiovascular disease: A two-sample Mendelian randomization study.,1,0.3333333333333333,mentioned,1,gwas,0,0.0,none,1,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,1,
38231881,UK Biobank,2024,Clonal haematopoiesis of indeterminate potential and atrial fibrillation: an east Asian cohort study.,0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
38861327,UK Biobank,2024,Pre-diagnostic plasma inflammatory proteins and risk of hepatocellular carcinoma in three population-based cohort studies from the United States and the United Kingdom.,0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
38510210,UK Biobank,2024,"Linking sarcopenia, brain structure and cognitive performance: a large-scale UK Biobank study.",0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
38477772,UK Biobank,2024,Femoral neck width genetic risk score is a novel independent risk factor for hip fractures.,1,0.3333333333333333,mentioned,1,gwas,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
39574848,UK Biobank,2024,"Prediction, prognosis and monitoring of neurodegeneration at biobank-scale via machine learning and imaging.",1,0.3333333333333333,medium,0,stratification,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
39261734,UK Biobank,2024,"Genetic links between ovarian ageing, cancer risk and de novo mutation rates.",0,0.0,none,1,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
39117878,UK Biobank,2024,Proteomic aging clock predicts mortality and risk of common age-related diseases in diverse populations.,1,0.6666666666666666,low,0,race|diverse population,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
38769347,UK Biobank,2024,Self-supervised learning of accelerometer data provides new insights for sleep and its association with mortality.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
39548477,UK Biobank,2024,"Serum urea concentration and risk of 16 site-specific cancers, overall cancer, and cancer mortality in individuals with metabolic syndrome: a cohort study.",0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
38225615,UK Biobank,2024,"Association of long-term exposure to various ambient air pollutants, lifestyle, and genetic predisposition with incident cognitive impairment and dementia.",0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
39695648,UK Biobank,2024,Healthy eating patterns associated with reduced risk of inflammatory bowel disease by lowering low-grade inflammation: evidence from a large prospective cohort study.,0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
39563277,UK Biobank,2024,Leveraging large-scale multi-omics evidences to identify therapeutic targets from genome-wide association studies.,1,0.3333333333333333,mentioned,1,gwas,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
38964877,UK Biobank,2024,"Adiposity, fat-free mass and incident heart failure in 500 000 individuals.",0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
39135019,UK Biobank,2024,Daytime napping and the incidence of Parkinson's disease: a prospective cohort study with Mendelian randomization.,1,0.3333333333333333,low,0,gwas,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
38802944,UK Biobank,2024,Omeprazole and risk of osteoarthritis: insights from a mendelian randomization study in the UK Biobank.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
37697428,UK Biobank,2024,Denture use and risk for cardiometabolic disease: observational and Mendelian randomization analyses.,0,0.0,none,1,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
38265251,UK Biobank,2024,The predictive capacity of polygenic risk scores for disease risk is only moderately influenced by imputation panels tailored to the target population.,1,1.0,mentioned,1,ethnic|ethnicity|gwas,0,0.0,none,0,,1,0.6666666666666666,mentioned,0,mar|imputation,0,0.0,none,0,,0,0.0,none,0,
38169700,UK Biobank,2024,Ambient air pollution and the dynamic transitions of stroke and dementia: a population-based cohort study.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
38064325,UK Biobank,2024,DeepMesh: Mesh-Based Cardiac Motion Tracking Using Deep Learning.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
37930845,UK Biobank,2024,jMorp: Japanese Multi-Omics Reference Panel update report 2023.,1,0.3333333333333333,mentioned,0,ethnic,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,1,0.3333333333333333,mentioned,0,diversity,0,0.0,none,0,
36735653,UK Biobank,2024,Assessing the association of coffee consumption on the relationship of chronic pain with depression and anxiety.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
39967927,UK Biobank,2024,Physical activities and breast cancer: a Mendelian randomization study.,0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
39711723,UK Biobank,2024,A conserved role for ALG10/ALG10B and the ,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
39684283,UK Biobank,2024,Pleiotropic Associations with Alzheimer's Disease and Physical Activity: Sex Differences and the Effects of Environment.,1,1.0,mentioned,1,ancestry|european ancestry|gwas,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
39678046,UK Biobank,2024,The genetic causal association between arthritis and low back pain.,0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
39464515,UK Biobank,2024,Causal Associations Between Sleep Traits and Low Grip Strength: A Bidirectional Mendelian Randomization Study.,1,0.3333333333333333,low,0,gwas,0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,socioeconomic,0,0.0,none,0,
39430331,UK Biobank,2024,Association between fruit intake and non-small cell lung cancer: a Mendelian randomization study.,1,0.6666666666666666,high,0,gwas|confounding,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
39335207,UK Biobank,2024,"Allostatic Load, Cigarette Smoking, and Lung Cancer Risk.",0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
39319183,UK Biobank,2024,Causal Relationship Between Mood Swing and Gynecological Disorders: A Mendelian Randomization Study.,1,0.6666666666666666,medium,0,racial|gwas,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
39314278,UK Biobank,2024,SCAMPI: A scalable statistical framework for genome-wide interaction testing harnessing cross-trait correlations.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
39224605,UK Biobank,2024,"Physical activity, sedentary behavior, and risk of sepsis: a two-sample mendelian randomization study.",0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
39132489,UK Biobank,2024,Genetic associations with human longevity are enriched for oncogenic genes.,1,1.0,mentioned,0,ancestry|european ancestry|genetic association,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
39119190,UK Biobank,2024,Seven psychiatric traits and the risk of increased carotid intima-media thickness: a Mendelian randomization study.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
39027665,UK Biobank,2024,Dietary patterns suggest that dark chocolate intake may have an inhibitory effect on oral cancer: a Mendelian randomization study.,1,0.6666666666666666,high,0,gwas|confounding,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
38983268,UK Biobank,2024,Causal association between major depressive disorder and venous thromboembolism: a bidirectional mendelian randomization study.,1,0.3333333333333333,low,0,genetic association,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
38917008,UK Biobank,2024,Advantageous early-life environments cushion the genetic risk for ischemic heart disease.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
38873223,UK Biobank,2024,Effect of serum uric acid on the risk of aortic aneurysm and dissection: A mendelian randomization analysis.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
38856136,UK Biobank,2024,Effects of particulate matter exposure on the risk of type 2 diabetes: a Mendelian randomization study.,0,0.0,none,1,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
38826253,UK Biobank,2024,EndoPRS: Incorporating Endophenotype Information to Improve Polygenic Risk Scores for Clinical Endpoints.,1,0.3333333333333333,medium,0,gwas,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
38792496,UK Biobank,2024,Using Machine Learning to Evaluate the Value of Genetic Liabilities in the Classification of Hypertension within the UK Biobank.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
38711861,UK Biobank,2024,"Unravelling genetic architecture of circulatory amino acid levels, and their effect on risk of complex disorders.",1,0.3333333333333333,mentioned,0,gwas,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
38600095,UK Biobank,2024,Genetic correlation and Mendelian randomization analyses support causal relationships between dietary habits and age at menarche.,1,0.3333333333333333,mentioned,1,gwas,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
38586463,UK Biobank,2024,Deciphering thyroid function and CIMT: a Mendelian randomization study of the U-shaped influence mediated by apolipoproteins.,0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
38577173,UK Biobank,2024,Genetic correlation between circulating metabolites and chalazion: a two-sample Mendelian randomization study.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
38538606,UK Biobank,2024,New role of fat-free mass in cancer risk linked with genetic predisposition.,1,0.6666666666666666,low,0,principal component|genetic association,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
38440342,UK Biobank,2024,Interaction between systemic iron parameters and left ventricular structure and function in the preserved ejection fraction population: a two-sample bidirectional Mendelian randomization study.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
39152336,UK Biobank,2024,Polygenic score for body mass index in relation to mortality among patients with renal cell cancer.,1,0.3333333333333333,high,0,confounding,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
38676558,UK Biobank,2024,"Associations between accelerometer-measured circadian rest-activity rhythm, brain structural and genetic mechanisms, and dementia.",0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
39763525,UK Biobank,2024,Machine learning analysis of population-wide plasma proteins identifies hormonal biomarkers of Parkinson's Disease.,0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
39711695,UK Biobank,2024,Deriving Mendelian Randomization-based Causal Networks of Brain Imaging Phenotypes and Bipolar Disorder.,0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
39559192,UK Biobank,2024,Long-term exposure to air pollution and incidence risk of various arrhythmias: A prospective cohort study.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
